uuid,platform,user_agent,date
121213ca-8212-47c6-b104-8aa604f0d0f2,web,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Geck,2023-03-01T19:47:21
121213ca-8212-47c6-b104-8aa604f0d0f2,web,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Geck,2023-03-03T02:41:33
b5c36ec1-24ce-41e1-9560-eaba017ad051,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-01T17:26:53
b5c36ec1-24ce-41e1-9560-eaba017ad051,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-01T08:17:08
2ac7e1da-6099-4795-a848-6261790b2f7c,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",2023-03-01T09:46:07
2ac7e1da-6099-4795-a848-6261790b2f7c,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",2023-03-02T21:35:50
7f1ff9fe-9668-44aa-9384-11eb0dde6d08,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",2023-03-01T20:25:16
7f1ff9fe-9668-44aa-9384-11eb0dde6d08,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",2023-03-04T09:30:17
37106d20-8ead-41c8-9348-486129fc1d9d,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T02:54:41
37106d20-8ead-41c8-9348-486129fc1d9d,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-06T01:45:31
37106d20-8ead-41c8-9348-486129fc1d9d,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-02T06:37:34
58a295d4-eff3-4b61-86f1-e77124ed49b1,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,2023-03-01T08:18:29
58a295d4-eff3-4b61-86f1-e77124ed49b1,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,2023-03-01T17:33:24
879951ff-f4f9-41a8-9c63-373ac55ef186,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-01T08:06:43
879951ff-f4f9-41a8-9c63-373ac55ef186,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-02T16:14:40
7442a124-4e2e-4761-aba6-01ca242780aa,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T15:34:58
a99226f4-46db-4bc4-aa8f-69260a228ba8,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T12:28:52
a99226f4-46db-4bc4-aa8f-69260a228ba8,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-03T18:33:53
a99226f4-46db-4bc4-aa8f-69260a228ba8,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-02T22:40:22
458c3cdb-2d66-4a7b-8a4a-db41ce779a93,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",2023-03-01T23:28:28
458c3cdb-2d66-4a7b-8a4a-db41ce779a93,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",2023-03-06T23:14:41
d8fba355-f468-4101-8cde-ad2e2791eef8,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T23:33:40
d8fba355-f468-4101-8cde-ad2e2791eef8,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-06T05:42:18
76e99afd-d579-44c9-8777-b54b2790ae2c,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-01T01:11:38
76e99afd-d579-44c9-8777-b54b2790ae2c,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-02T09:40:55
c3a671c4-62dc-4c66-9027-b9ad0a831788,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-01T17:55:37
95365d68-577a-496e-bef0-77e0597ee18b,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T06:23:18
95365d68-577a-496e-bef0-77e0597ee18b,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-04T09:25:04
0b9ab366-79d6-4edb-b7d6-a830d103b91f,web,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",2023-03-01T19:14:26
0b9ab366-79d6-4edb-b7d6-a830d103b91f,web,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",2023-03-01T04:26:53
dec4ac46-7888-4a7a-aed6-6a5ac86b7f7f,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,2023-03-01T10:59:42
dec4ac46-7888-4a7a-aed6-6a5ac86b7f7f,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,2023-03-04T19:38:19
2b833e28-e1ae-4a00-984c-6df8d13d74f3,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,2023-03-01T10:23:20
2b833e28-e1ae-4a00-984c-6df8d13d74f3,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,2023-03-02T07:20:24
84eb1e73-c7f3-48a0-bbc9-a6e0708963bb,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T22:12:06
84eb1e73-c7f3-48a0-bbc9-a6e0708963bb,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-05T21:38:03
4669165f-4bb1-4d02-b018-61c0d092e07f,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.,2023-03-01T16:30:55
4669165f-4bb1-4d02-b018-61c0d092e07f,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.,2023-03-04T02:43:08
6a94427d-2f84-4a0f-8715-4f271fb661b4,web,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Geck,2023-03-01T06:09:10
6a94427d-2f84-4a0f-8715-4f271fb661b4,web,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Geck,2023-03-05T22:41:49
f0689ae1-1e95-4a7d-84e1-45896fa19d46,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T13:10:32
f0689ae1-1e95-4a7d-84e1-45896fa19d46,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-05T22:38:56
f0689ae1-1e95-4a7d-84e1-45896fa19d46,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-03T05:54:39
d72f9ecd-d454-41e8-9a64-4d9287a0eabf,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-01T23:12:06
d72f9ecd-d454-41e8-9a64-4d9287a0eabf,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-02T19:19:36
d11776a4-d157-43e0-a077-41867c362491,web,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",2023-03-01T22:00:21
d11776a4-d157-43e0-a077-41867c362491,web,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",2023-03-02T22:11:37
31007342-a41b-457a-8166-c3fba8094805,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",2023-03-01T17:58:22
31007342-a41b-457a-8166-c3fba8094805,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",2023-03-02T23:47:24
b33bfa31-b3e1-44eb-9bb0-39fa5868c99b,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.,2023-03-01T02:34:15
b33bfa31-b3e1-44eb-9bb0-39fa5868c99b,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.,2023-03-03T01:28:41
949606b3-283c-4412-b6a1-1b92cf58440c,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2023-03-01T11:13:39
949606b3-283c-4412-b6a1-1b92cf58440c,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2023-03-05T01:01:41
949606b3-283c-4412-b6a1-1b92cf58440c,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2023-03-05T07:30:58
f8d07ea0-44f2-45a4-b168-9e5fe87212b0,web,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",2023-03-01T08:12:29
fbd67b31-d729-4460-9911-b0dc27a40502,web,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",2023-03-01T11:55:22
fbd67b31-d729-4460-9911-b0dc27a40502,web,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",2023-03-04T00:25:04
c9782a58-cb26-47a5-92d0-37e4b85a4eab,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,2023-03-01T02:17:31
c9782a58-cb26-47a5-92d0-37e4b85a4eab,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,2023-03-03T13:54:48
14180ee8-121e-4cc4-b87e-c0d17259023b,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-01T00:58:57
14180ee8-121e-4cc4-b87e-c0d17259023b,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-04T04:38:30
e50008d8-0c38-4144-b6d2-88d4652ea613,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-01T07:36:39
e50008d8-0c38-4144-b6d2-88d4652ea613,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-05T21:41:34
e50008d8-0c38-4144-b6d2-88d4652ea613,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-01T04:17:23
382a0c2d-09ba-439a-8dab-c3ea49400b81,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-01T18:17:04
382a0c2d-09ba-439a-8dab-c3ea49400b81,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-04T05:39:40
382a0c2d-09ba-439a-8dab-c3ea49400b81,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-04T12:44:18
caf4a2a1-1671-4583-9462-1dc481b81040,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-01T03:58:03
caf4a2a1-1671-4583-9462-1dc481b81040,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.",2023-03-01T02:39:39
ff977125-b30b-4b98-b060-4517eecda947,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2023-03-01T02:02:20
ff977125-b30b-4b98-b060-4517eecda947,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2023-03-04T14:13:53
75f93a5f-f1ee-4dee-8e3d-69675125ff0f,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,2023-03-01T07:20:58
75f93a5f-f1ee-4dee-8e3d-69675125ff0f,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,2023-03-03T16:26:41
db44062d-41e6-4c09-95c1-3a7910f44ac0,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-01T22:39:08
db44062d-41e6-4c09-95c1-3a7910f44ac0,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-02T20:47:16
db44062d-41e6-4c09-95c1-3a7910f44ac0,web,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",2023-03-03T08:30:47
f312c934-6d22-469d-b057-5eb712b01ad0,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",2023-03-01T15:16:28
f312c934-6d22-469d-b057-5eb712b01ad0,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",2023-03-04T18:02:58
f312c934-6d22-469d-b057-5eb712b01ad0,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",2023-03-01T16:48:14
31d17176-658a-425d-99ee-50c433af81d9,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-01T18:48:14
31d17176-658a-425d-99ee-50c433af81d9,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",2023-03-05T08:26:22
75a66c1a-e329-46b4-a2ee-229ab471b2e6,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,2023-03-01T01:10:14
75a66c1a-e329-46b4-a2ee-229ab471b2e6,web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:15.0) Gecko/20100101 Firefox/15.0.1,2023-03-03T16:54:08
cc2c6076-d18b-4894-bc7f-f71f8021ef32,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.,2023-03-01T15:27:33
cc2c6076-d18b-4894-bc7f-f71f8021ef32,web,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.,2023-03-02T01:19:23
3480251a-dbd2-4b62-ae57-a9865c7b2cec,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.6",2023-03-01T20:21:27
3480251a-dbd2-4b62-ae57-a9865c7b2cec,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.6",2023-03-04T20:39:30
6bd20911-b3d1-4022-a3c1-bbce83d9479c,web,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2023-03-01T15:51:34
